company_name,company_location,reporting_quarter,economic_condition_tag,revenue_growth,profit_margin,stock_price_change,past_layoffs,total_employees,job_title,tech_stack,role_demand_index,department_resilience_index,tech_stack_trend_score,years_at_company,salary_range,performance_rating,department,remote_work,role_layoff_rate,industry,industry_layoff_rate,unemployment_rate,inflation_rate
Infosys,Gurugram,Q1 2024,Recession,7.35,16.79,8.18,No,380576,Recruiter,Sourcing Automation + Talent Analytics,4.78,5.1,6.71,2,978328,4,HR,Yes,3.254,Information Technology,2.64,6.77,5.72
Tata Consultancy Services (TCS),Chennai,Q3 2023,Stable,7.93,19.74,15.52,No,543014,Senior Software Engineer,Node.js + React,7.96,8.28,7.07,5,2860441,4,Engineering,Yes,0.312,Information Technology,0.76,7.21,6.09
Capgemini India,Chennai,Q2 2023,Recovery,5.98,19.48,6.91,No,166167,Software Engineer,Go + Microservices,8.19,7.51,7.76,4,1900099,4,Engineering,No,1.187,Consulting,1.6,7.91,6.61
Capgemini India,Delhi,Q4 2025,Stable,11.93,20.15,16.21,No,166635,DevOps Engineer,Docker + Kubernetes + AWS,8.97,8.52,9.13,6,2419670,4,Engineering,Yes,0.546,Consulting,1.03,7.14,5.72
Flipkart Internet Pvt Ltd,Mumbai,Q4 2024,Recovery,11.58,10.7,13.66,Yes,39146,Site Reliability Engineer,AWS + Incident Response,7.94,7.91,7.18,4,3016205,3,Engineering,No,2.725,E-commerce,2.51,5.35,5.61
Accenture India Pvt Ltd,Bengaluru,Q2 2023,Stable,7.33,17.56,12.47,No,341162,Machine Learning Engineer,LLM Ops + Vector DB + Python,8.93,8.3,8.15,3,4146983,3,Analytics,Yes,0.517,Consulting,0.87,7.38,7.0
IBM India,Pune,Q1 2025,Stable,13.16,17.62,8.19,No,120071,Senior Software Engineer,Python + Django,7.75,8.34,6.92,6,2679793,4,Engineering,Yes,0.961,Information Technology,1.74,5.56,4.82
Accenture India Pvt Ltd,Bengaluru,Q4 2024,Recovery,7.63,15.26,10.6,No,300959,Cybersecurity Analyst,VAPT + Incident Response,8.4,6.12,7.35,4,2589052,3,IT,Yes,1.718,Consulting,1.51,4.89,5.36
Microsoft India,Hyderabad,Q3 2025,Stable,12.98,19.11,19.32,No,21830,Project Manager,Program Planning + Risk Tracking,6.3,6.75,4.93,12,6104204,3,Management,No,2.196,Information Technology,1.6,5.58,5.34
Facebook India,Bengaluru,Q2 2023,Recession,8.0,19.01,22.05,Yes,7227,Senior Software Engineer,Python + Django,8.03,7.97,6.98,2,2562667,3,Engineering,Yes,2.231,Information Technology,2.53,6.9,6.56
IBM India,Noida,Q3 2023,Recovery,7.27,18.19,12.8,Yes,149650,Support Engineer,ITSM + Linux + SQL,5.3,7.13,4.95,3,1084205,2,IT,Yes,3.387,Information Technology,1.7,7.05,6.45
Amazon India,Pune,Q4 2023,Growth,13.46,13.06,10.34,Yes,126360,Senior Software Engineer,Python + Django,8.08,8.25,6.43,0,2637653,3,Engineering,Yes,2.195,E-commerce,1.49,6.59,5.7
Capgemini India,Hyderabad,Q1 2023,Stable,4.76,18.3,4.55,No,167806,Site Reliability Engineer,AWS + Incident Response,7.79,7.74,7.58,7,2843002,3,Engineering,Yes,0.967,Consulting,1.14,7.96,6.84
Amazon India,Chennai,Q1 2023,Recession,6.15,8.7,6.1,No,122343,Product Manager,Roadmapping + Jira + Experimentation,7.56,6.45,6.64,3,4055193,2,Product,Yes,3.094,E-commerce,3.19,7.86,7.01
Fortis Healthcare,Hyderabad,Q2 2025,Stable,4.99,18.66,8.51,No,24709,Business Analyst,SQL + Excel + Process Mapping,6.68,6.12,5.32,3,1537451,3,Management,Yes,1.538,Healthcare,0.71,5.25,5.13
Amazon India,Mumbai,Q2 2025,Growth,17.53,12.94,23.19,No,123310,Data Scientist,Python + ML + SQL,8.74,7.41,8.44,7,4283148,5,Analytics,Yes,0.201,E-commerce,1.31,5.6,5.44
Wipro Limited,Noida,Q4 2023,Stable,9.15,16.05,7.3,No,239895,Technical Lead,Kubernetes + AWS,6.54,8.76,7.6,2,2156459,2,Engineering,Yes,1.434,Information Technology,0.8,7.49,5.61
HCL Technologies,Hyderabad,Q3 2023,Recession,6.41,17.6,7.68,Yes,211752,DevOps Engineer,Terraform + CI/CD + GCP,7.94,7.97,7.9,3,1682170,3,Engineering,Yes,2.416,Information Technology,2.42,6.85,6.05
Paytm,Hyderabad,Q3 2024,Recovery,7.11,21.52,12.02,No,17028,QA Engineer,Selenium + Cypress + API Testing,5.75,7.81,5.82,10,1772786,3,Engineering,No,1.473,Financial Services,1.76,6.06,5.14
Jio Platforms,Hyderabad,Q4 2023,Growth,10.17,16.79,13.8,No,79526,Technical Lead,Node.js + Microservices,8.17,8.23,8.14,2,3599123,4,Engineering,Yes,0.041,Telecommunications,0.93,6.62,5.99
Capgemini India,Hyderabad,Q2 2025,Stable,7.2,17.02,9.49,Yes,152911,Data Analyst,SQL + Tableau + Python,6.36,8.27,6.89,4,1586033,5,Analytics,Yes,1.43,Consulting,1.17,5.73,5.29
Sun Pharma,Noida,Q2 2023,Recovery,5.09,17.53,11.49,No,41118,Software Engineer,Java + Spring Boot,7.65,8.56,7.8,8,1656449,4,Engineering,No,0.792,Healthcare,1.31,7.94,6.5
Apple India,Mumbai,Q4 2023,Stable,9.1,18.4,19.88,No,7258,HR Specialist,People Analytics + HR Operations,5.38,5.48,6.02,2,1166549,3,HR,No,2.637,Information Technology,0.97,6.63,6.19
LTIMindtree,Kochi,Q3 2023,Stable,6.84,18.42,17.25,Yes,86502,Technical Lead,.NET + Azure,7.07,8.72,6.96,2,2884346,4,Engineering,Yes,1.144,Information Technology,1.25,7.66,6.25
Wipro Limited,Kochi,Q4 2023,Stable,6.81,18.24,15.29,No,232218,DevOps Engineer,Terraform + CI/CD + GCP,7.87,8.52,7.58,14,3241588,4,Engineering,Yes,0.574,Information Technology,1.45,7.45,6.23
Tata Consultancy Services (TCS),Mumbai,Q2 2025,Stable,13.11,21.92,25.31,No,617500,Technical Lead,.NET + Azure,7.16,8.87,6.62,0,2390699,2,Engineering,Yes,1.713,Information Technology,1.07,5.1,5.16
Cognizant India,Kochi,Q1 2025,Growth,11.87,22.65,23.43,Yes,264520,Finance Analyst,SAP + Financial Modeling,5.88,6.39,5.53,3,1228010,3,Finance,No,2.832,Information Technology,0.79,6.08,4.97
Accenture India Pvt Ltd,Bengaluru,Q4 2024,Recovery,3.62,15.28,4.95,No,287784,Software Engineer,Python + FastAPI,7.98,7.12,7.2,5,2045756,5,Engineering,Yes,1.402,Consulting,1.74,5.71,5.31
Tata Motors,Kolkata,Q1 2023,Recession,-1.94,11.8,-2.67,Yes,72531,Cloud Engineer,AWS + Terraform + Kubernetes,8.14,8.42,7.74,6,2634138,2,Engineering,No,3.282,Manufacturing,2.69,8.58,6.76
Infosys,Hyderabad,Q3 2023,Stable,9.53,18.29,13.1,No,364665,Project Manager,Agile + Jira + Stakeholder Management,6.27,6.07,6.3,10,5979674,4,HR,Yes,1.316,Information Technology,1.48,7.01,6.08
Paytm,Hyderabad,Q3 2024,Growth,12.17,23.91,21.89,Yes,17489,Technical Lead,Node.js + Microservices,8.15,8.78,7.25,7,3832880,4,Engineering,Yes,0.406,Financial Services,0.3,5.88,5.15
Oracle Financial Services Software Ltd.,Hyderabad,Q3 2023,Recovery,2.78,19.99,12.19,No,29939,Accountant,SAP Finance + Compliance,4.91,5.14,5.24,2,1271787,4,Finance,No,3.147,Financial Services,1.08,6.97,6.11
Cognizant India,Ahmedabad,Q2 2023,Stable,4.57,17.26,10.44,No,251959,Technical Lead,.NET + Azure,7.41,8.8,7.03,3,2749135,3,Engineering,Yes,0.835,Information Technology,1.44,7.86,6.6
PwC India,Hyderabad,Q3 2024,Recovery,5.91,21.83,2.23,No,72268,Technical Lead,Node.js + Microservices,6.88,8.29,7.69,1,3420111,3,Engineering,Yes,1.676,Consulting,1.79,5.38,5.64
Tata Consultancy Services (TCS),Pune,Q4 2024,Recovery,12.25,19.81,13.11,No,609785,Finance Analyst,SAP + Financial Modeling,6.0,5.2,5.47,5,2321540,3,Finance,No,2.105,Information Technology,1.52,5.74,5.36
Capgemini India,Bengaluru,Q1 2024,Stable,8.77,18.23,7.69,No,145379,Machine Learning Engineer,PyTorch + Kubernetes + MLflow,8.79,8.33,8.94,7,3979683,5,Analytics,No,0.01,Consulting,1.39,6.01,5.83
Flipkart Internet Pvt Ltd,Chennai,Q4 2023,Recovery,8.96,9.7,8.72,Yes,36334,Support Engineer,Ticketing + Debugging + Scripting,5.37,6.98,4.41,3,1513118,5,IT,Yes,3.698,E-commerce,2.25,7.0,5.78
EY India,Noida,Q2 2023,Recession,0.09,18.73,12.17,No,76268,Software Engineer,Go + Microservices,7.96,7.34,7.43,2,1671583,4,Engineering,Yes,1.422,Consulting,1.97,7.36,6.59
Myntra,Chennai,Q2 2024,Stable,11.46,8.77,17.26,Yes,4771,Data Scientist,Python + ML + SQL,8.31,8.02,8.49,2,2968876,5,Analytics,No,1.316,E-commerce,2.06,6.23,5.68
Jio Platforms,Chennai,Q4 2024,Stable,9.15,16.66,19.95,Yes,101141,HR Specialist,HRMS + Excel + Analytics,5.02,5.55,4.76,3,1375425,5,HR,Yes,3.192,Telecommunications,1.78,5.37,5.68
Mphasis,Gurugram,Q1 2024,Stable,8.7,14.85,1.49,Yes,33461,Technical Lead,Kubernetes + AWS,7.41,7.57,7.55,18,5540277,5,Product,No,0.486,Information Technology,0.81,6.47,5.94
Tata Consultancy Services (TCS),Hyderabad,Q1 2025,Growth,13.74,20.71,24.85,No,744331,Product Manager,Roadmapping + Jira + Experimentation,7.55,7.11,6.92,5,5122568,3,Product,Yes,1.345,Information Technology,0.84,5.51,5.13
Infosys,Mumbai,Q3 2025,Growth,10.02,17.34,21.26,No,365671,Product Manager,Product Analytics + SQL + A/B Testing,7.4,7.62,6.81,5,3959369,3,Product,No,1.596,Information Technology,0.95,5.08,5.68
Accenture India Pvt Ltd,Mumbai,Q2 2023,Stable,6.91,19.93,10.85,No,266865,Business Analyst,Data Modeling + Power BI + Requirements,7.18,8.08,6.86,3,2054606,4,Engineering,Yes,1.302,Consulting,0.91,7.94,6.97
HDFC Bank,Pune,Q1 2023,Stable,7.66,20.68,23.42,No,179587,QA Engineer,Selenium + Cypress + API Testing,6.23,8.26,6.85,7,1594916,3,Engineering,Yes,1.367,Financial Services,0.65,7.73,6.49
Apple India,Noida,Q3 2024,Growth,16.76,14.62,28.72,No,9338,Business Analyst,SQL + Excel + Process Mapping,7.21,7.45,5.31,1,2206508,4,Management,Yes,1.438,Information Technology,0.62,5.81,5.75
HDFC Bank,Chennai,Q4 2024,Growth,9.56,24.23,24.09,No,164945,Customer Success Manager,CRM + Customer Analytics,6.67,6.37,6.62,1,1697260,4,Operations,Yes,1.913,Financial Services,0.49,5.51,5.22
LTIMindtree,Delhi,Q4 2024,Stable,10.37,16.56,16.61,No,80272,Product Manager,Product Analytics + SQL + A/B Testing,7.55,7.44,7.0,5,3927728,3,Product,No,0.783,Information Technology,1.07,5.65,5.31
Tata Consultancy Services (TCS),Pune,Q3 2025,Stable,12.63,16.55,6.49,No,589966,Cloud Engineer,Azure + DevOps + IaC,8.44,8.17,8.56,3,3545839,4,Engineering,Yes,0.418,Information Technology,1.72,5.34,5.27
Infosys,Hyderabad,Q2 2023,Recession,5.43,13.53,15.97,No,354755,Business Analyst,Data Modeling + Power BI + Requirements,6.39,6.62,6.18,8,2909539,4,Management,Yes,1.737,Information Technology,2.62,6.87,6.76
Wipro Limited,Mumbai,Q3 2025,Stable,9.96,15.94,18.1,Yes,207025,Site Reliability Engineer,Kubernetes + SRE + Observability,8.1,8.75,8.65,4,2076526,4,Engineering,Yes,0.779,Information Technology,1.27,5.91,5.44
Tech Mahindra Ltd.,Gurugram,Q1 2024,Recovery,10.51,21.75,17.87,Yes,167943,Cybersecurity Analyst,SIEM + SOC + Threat Hunting,8.8,6.95,7.86,6,1593860,4,IT,No,2.16,Information Technology,1.99,6.56,5.7
Paytm,Chennai,Q3 2025,Recovery,8.86,22.67,13.51,Yes,15706,Engineering Manager,Agile + Jira + Architecture Reviews,6.54,5.44,6.07,10,6160111,4,Management,Yes,2.425,Financial Services,1.69,5.67,5.14
Infosys,Bengaluru,Q4 2025,Recession,5.9,15.19,15.63,No,333246,Software Engineer,Java + Spring Boot,7.49,7.64,6.92,2,1604236,4,Engineering,Yes,1.932,Information Technology,2.53,5.65,5.26
Larsen & Toubro,Chennai,Q4 2023,Recovery,2.09,13.7,10.46,No,48369,DevOps Engineer,Linux + Ansible + Observability,9.08,7.94,6.91,1,2152986,3,Engineering,Yes,1.05,Manufacturing,2.0,6.54,5.9
Accenture India Pvt Ltd,Mumbai,Q3 2025,Recovery,10.58,20.88,21.8,No,304684,Data Scientist,Python + ML + SQL,8.39,7.0,8.8,2,2481398,2,Analytics,Yes,1.041,Consulting,1.82,5.51,5.3
Tech Mahindra Ltd.,Mumbai,Q2 2023,Growth,9.93,17.05,11.27,Yes,183979,Data Scientist,Python + NLP + Statistics,8.58,8.08,7.29,2,3151082,3,Analytics,Yes,1.578,Information Technology,0.64,7.69,7.11
Accenture India Pvt Ltd,Delhi,Q3 2025,Growth,7.53,20.62,5.06,No,317693,Technical Lead,Node.js + Microservices,7.77,8.23,6.19,3,2615083,4,Engineering,Yes,0.93,Consulting,0.89,6.35,5.43
Apollo Hospitals,Bengaluru,Q2 2025,Growth,10.96,21.13,17.56,Yes,69922,Senior Software Engineer,.NET + Azure,8.13,8.85,6.78,6,2434597,4,Engineering,Yes,0.741,Healthcare,0.65,5.54,5.11
Amazon Development Centre India Pvt Ltd,Hyderabad,Q1 2025,Stable,12.83,12.0,26.52,No,138448,Data Scientist,Python + NLP + Statistics,7.63,7.57,7.36,3,3556280,3,Analytics,Yes,1.949,E-commerce,2.1,4.91,5.43
HDFC Bank,Kochi,Q3 2024,Recession,3.0,16.93,4.43,No,153539,Senior Software Engineer,.NET + Azure,7.16,8.08,6.46,3,2348475,2,Engineering,Yes,2.347,Financial Services,2.57,6.33,5.51
Accenture India Pvt Ltd,Hyderabad,Q1 2025,Growth,10.36,19.64,15.78,No,278975,DevOps Engineer,Terraform + CI/CD + GCP,8.95,7.79,7.92,2,2215297,4,Engineering,Yes,0.365,Consulting,0.68,5.58,5.03
Capgemini India,Coimbatore,Q4 2023,Stable,8.46,18.81,11.59,No,172050,Support Engineer,Ticketing + Debugging + Scripting,5.53,6.98,4.81,3,948547,4,IT,Yes,2.456,Consulting,1.37,7.2,6.24
IBM India,Bengaluru,Q2 2024,Growth,10.3,17.74,13.18,No,124475,Support Engineer,Ticketing + Debugging + Scripting,5.58,8.15,4.95,6,1828991,5,IT,Yes,1.853,Information Technology,1.28,6.46,5.97
HCL Technologies,Pune,Q2 2023,Recession,8.56,17.91,16.38,No,238445,Project Manager,Program Planning + Risk Tracking,6.0,6.36,6.38,3,2792030,4,Management,No,2.38,Information Technology,2.3,7.38,6.63
Tata Motors,Kolkata,Q1 2024,Stable,7.73,13.77,10.7,No,76044,Technical Lead,Node.js + Microservices,7.46,8.19,7.62,3,3230919,3,Engineering,No,1.49,Manufacturing,1.6,7.29,5.7
Bharti Airtel,Pune,Q2 2025,Growth,6.84,14.59,14.04,No,69471,Customer Success Manager,CRM + Customer Analytics,6.36,6.21,5.81,0,1060777,3,Operations,No,2.907,Telecommunications,1.27,5.79,5.02
Bharti Airtel,Hyderabad,Q3 2024,Stable,7.96,17.04,18.1,No,66789,Site Reliability Engineer,Linux + Prometheus + Grafana,8.29,8.24,7.13,5,2954800,3,Engineering,No,1.071,Telecommunications,1.42,5.7,5.43
Amazon Development Centre India Pvt Ltd,Kolkata,Q2 2024,Growth,12.8,10.5,12.78,No,149188,Engineering Manager,Agile + Jira + Architecture Reviews,7.18,6.44,6.7,6,5303847,4,Management,Yes,0.816,E-commerce,1.34,7.15,5.64
Mphasis,Hyderabad,Q4 2024,Stable,9.44,17.33,24.21,No,36282,Senior Software Engineer,Node.js + React,8.16,8.27,6.99,4,2149193,2,Engineering,Yes,1.243,Information Technology,1.16,5.85,5.33
PwC India,Bengaluru,Q1 2023,Recession,3.57,16.9,10.37,No,69385,Technical Lead,Java + Spring Boot,7.94,8.15,7.12,7,4959643,4,Engineering,Yes,0.73,Consulting,2.44,7.74,6.99
IBM India,Chennai,Q1 2023,Recession,7.7,19.33,17.18,Yes,129261,Software Engineer,Node.js + React,7.38,7.4,6.81,4,1717641,3,Engineering,Yes,2.856,Information Technology,2.41,7.71,6.79
Tech Mahindra Ltd.,Hyderabad,Q2 2023,Stable,9.33,19.86,9.75,No,144141,Sales Executive,CRM + Sales Analytics,5.79,5.72,5.62,4,1322094,4,Sales,Yes,2.164,Information Technology,0.85,7.61,6.74
Capgemini India,Coimbatore,Q4 2024,Recovery,7.94,17.39,14.86,Yes,158611,Data Analyst,SQL + Power BI + Excel,7.2,7.7,6.32,2,1454383,5,Analytics,Yes,2.397,Consulting,1.97,6.6,5.57
Bharti Airtel,Hyderabad,Q4 2025,Recovery,5.45,13.25,16.22,Yes,69669,Solution Architect,Cloud Architecture + Microservices,8.24,7.51,8.2,3,4660317,5,Engineering,No,1.43,Telecommunications,2.87,5.75,5.49
Larsen & Toubro,Mumbai,Q3 2024,Growth,8.25,17.18,-1.38,No,52872,Technical Lead,Java + Spring Boot,8.0,8.74,6.84,14,5384128,3,Engineering,Yes,0.896,Manufacturing,0.91,5.28,5.5
HDFC Bank,Mumbai,Q2 2023,Stable,4.15,21.75,14.78,No,155947,Sales Executive,Pipeline Automation + Prospecting Tools,5.56,5.74,5.82,3,1416852,4,Sales,Yes,1.745,Financial Services,1.06,7.32,6.94
Accenture India Pvt Ltd,Bengaluru,Q3 2025,Stable,6.01,20.63,16.38,Yes,310804,Data Scientist,Python + ML + SQL,8.38,8.27,8.42,2,2505890,3,Analytics,No,0.903,Consulting,1.44,5.48,4.94
HCL Technologies,Mumbai,Q4 2025,Growth,8.84,16.81,21.99,No,226689,QA Engineer,Manual QA + Regression Testing,5.54,8.01,3.78,7,2380218,4,Engineering,Yes,2.402,Information Technology,1.17,6.18,5.49
Bajaj Auto,Hyderabad,Q1 2024,Growth,8.3,14.76,14.08,No,8258,Machine Learning Engineer,PyTorch + Kubernetes + MLflow,9.68,7.59,8.32,5,3691247,4,Analytics,Yes,0.328,Manufacturing,0.93,6.56,5.6
Bharti Airtel,Mumbai,Q4 2023,Growth,8.43,12.92,8.04,Yes,73475,Support Engineer,ITSM + Linux + SQL,6.1,6.99,5.85,1,963497,3,IT,No,2.91,Telecommunications,1.39,6.86,6.07
Flipkart Internet Pvt Ltd,Pune,Q2 2025,Growth,13.43,12.42,26.82,No,35977,Software Engineer,Go + Microservices,7.93,7.97,7.21,1,1477761,4,Engineering,No,1.298,E-commerce,1.51,5.06,4.84
Capgemini India,Pune,Q1 2025,Growth,9.24,17.7,9.76,No,162086,Software Engineer,Java + Spring Boot,8.38,7.97,7.11,9,2363778,4,Engineering,Yes,0.275,Consulting,0.63,5.23,5.38
Wipro Limited,Hyderabad,Q2 2024,Growth,12.9,16.79,22.36,Yes,233870,Finance Analyst,Excel + Power BI + SQL,6.05,6.11,5.88,6,2068040,4,Finance,No,3.284,Information Technology,1.49,6.32,5.63
Deloitte India,Kolkata,Q1 2023,Recession,-0.87,15.04,3.61,Yes,96921,Data Scientist,PySpark + MLflow + Python,7.82,7.74,7.47,3,2241602,2,Analytics,Yes,2.304,Consulting,2.45,9.12,6.61
Amazon India,Kolkata,Q1 2024,Stable,13.76,11.24,13.97,Yes,124238,QA Engineer,Selenium + Cypress + API Testing,6.45,7.9,6.13,4,1393180,4,Engineering,Yes,3.078,E-commerce,1.77,6.84,5.84
Capgemini India,Mumbai,Q1 2023,Recovery,6.17,16.89,14.98,Yes,182122,Product Manager,Product Analytics + SQL + A/B Testing,7.14,6.71,6.71,2,4581104,4,Product,Yes,1.979,Consulting,1.76,7.63,6.69
Capgemini India,Noida,Q4 2025,Stable,7.11,22.31,6.99,Yes,166668,DevOps Engineer,Docker + Kubernetes + AWS,9.1,8.17,9.09,5,2627328,3,Engineering,Yes,0.518,Consulting,0.9,6.44,5.65
EY India,Mumbai,Q2 2025,Recession,8.7,20.07,23.47,Yes,75767,Machine Learning Engineer,Python + TensorFlow + MLOps,8.98,7.98,9.0,3,2828224,3,Analytics,No,1.664,Consulting,2.24,5.34,5.42
Amazon India,Hyderabad,Q4 2023,Recovery,10.68,14.83,21.72,Yes,121260,HR Specialist,HRMS + Excel + Analytics,4.74,4.95,5.5,1,1487795,3,HR,No,3.769,E-commerce,2.34,6.19,5.9
Infosys,Bengaluru,Q3 2023,Recession,8.34,15.91,8.97,No,342714,Sales Executive,Pipeline Automation + Prospecting Tools,5.36,5.18,5.33,3,1213502,3,Sales,No,3.795,Information Technology,2.42,6.11,6.5
LTIMindtree,Ahmedabad,Q4 2025,Stable,6.26,20.81,12.05,No,86161,QA Engineer,Selenium + Cypress + API Testing,6.62,7.96,6.88,5,1382495,3,Engineering,Yes,2.244,Information Technology,1.26,5.84,5.69
ICICI Bank,Pune,Q4 2025,Stable,7.06,17.12,8.08,Yes,149480,Software Engineer,Go + Microservices,7.86,8.3,7.54,12,2341152,3,Engineering,Yes,0.777,Financial Services,0.97,5.52,5.89
Cipla,Kochi,Q4 2024,Stable,8.61,20.3,10.36,No,25240,Business Analyst,SQL + Excel + Process Mapping,6.41,6.54,5.86,4,2207944,3,Management,No,1.265,Healthcare,0.69,6.73,5.08
HCL Technologies,Pune,Q3 2024,Recovery,10.83,17.63,9.24,No,224262,Business Analyst,SQL + Excel + Process Mapping,6.4,6.14,6.15,5,1563053,2,Management,Yes,2.438,Information Technology,1.67,6.01,5.65
PwC India,Mumbai,Q1 2024,Stable,6.93,18.1,16.75,No,69159,Senior Software Engineer,Python + Django,7.38,8.31,6.96,14,4905079,4,Engineering,Yes,0.888,Consulting,1.29,6.54,5.97
Amazon India,Bengaluru,Q1 2025,Recession,6.26,12.57,14.28,Yes,139018,Customer Success Manager,CRM + Customer Analytics,6.38,5.98,7.05,2,2758142,5,Operations,Yes,2.872,E-commerce,3.35,5.87,5.18
Sun Pharma,Mumbai,Q3 2025,Recovery,9.48,17.85,21.68,Yes,36157,Cloud Engineer,Azure + DevOps + IaC,8.97,7.51,8.25,5,4001410,5,Engineering,No,0.851,Healthcare,1.52,5.74,5.57
LTIMindtree,Bengaluru,Q4 2024,Recovery,5.65,18.98,13.12,No,77619,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,8.66,6.55,8.43,3,1793984,4,IT,No,0.645,Information Technology,2.0,5.64,5.25
Amazon Development Centre India Pvt Ltd,Bengaluru,Q2 2024,Stable,10.47,11.38,24.65,No,144220,Sales Executive,CRM + Sales Analytics,5.83,6.75,5.17,7,1982538,4,Sales,Yes,2.612,E-commerce,1.91,6.0,5.35
IBM India,Mumbai,Q3 2025,Stable,11.13,19.9,31.53,Yes,154264,Site Reliability Engineer,AWS + Incident Response,8.56,8.11,6.9,5,2745835,4,Engineering,No,1.501,Information Technology,1.45,5.44,5.55
Cipla,Hyderabad,Q3 2023,Recovery,6.46,17.3,13.51,No,20818,HR Specialist,HRMS + Excel + Analytics,5.19,4.45,5.42,3,1359121,4,HR,No,2.366,Healthcare,1.38,7.45,6.24
Wipro Limited,Chennai,Q2 2024,Stable,12.2,17.1,16.79,No,232444,Sales Executive,Pipeline Automation + Prospecting Tools,5.61,5.9,5.82,7,1604568,4,Sales,Yes,2.204,Information Technology,1.28,6.63,5.5
Google India,Hyderabad,Q4 2023,Recession,6.16,20.08,15.12,No,18072,Engineering Manager,Agile + Jira + Architecture Reviews,6.22,5.5,7.0,7,6177533,5,Management,No,1.434,Information Technology,2.51,6.47,5.71
Infosys,Chennai,Q2 2025,Growth,11.83,18.23,10.24,No,322957,Support Engineer,ITSM + Linux + SQL,6.15,7.21,6.43,1,714518,3,IT,Yes,1.861,Information Technology,0.83,5.57,4.99
Axis Bank,Chennai,Q2 2024,Stable,7.59,22.34,15.77,Yes,91344,Data Analyst,SQL + Power BI + Excel,6.72,9.4,6.74,2,1463565,2,Analytics,No,2.28,Financial Services,1.48,6.11,5.97
Accenture India Pvt Ltd,Pune,Q1 2025,Stable,6.75,17.41,14.86,No,273443,Solution Architect,Enterprise Integration + API Design,7.66,7.76,7.63,1,3748633,3,Engineering,Yes,1.106,Consulting,1.2,6.24,5.45
Wipro Limited,Chennai,Q3 2024,Stable,7.74,15.69,10.97,No,256185,Software Engineer,Node.js + React,8.33,8.75,7.64,7,1246817,3,Engineering,Yes,0.903,Information Technology,1.56,5.95,5.35
Tata Consultancy Services (TCS),Bengaluru,Q1 2024,Stable,13.21,16.37,18.05,No,655450,Finance Analyst,SAP + Financial Modeling,5.61,7.8,6.04,3,1809331,3,Analytics,Yes,2.051,Information Technology,1.05,5.67,5.71
Amazon India,Chennai,Q2 2024,Stable,18.19,9.1,24.36,Yes,134533,DevOps Engineer,Terraform + CI/CD + GCP,8.62,7.17,6.87,10,3422543,4,Engineering,Yes,1.344,E-commerce,1.63,6.25,6.13
Mphasis,Bengaluru,Q4 2024,Growth,12.12,18.45,14.14,No,38803,Senior Software Engineer,Python + Django,8.09,8.39,6.45,13,3417456,5,Engineering,Yes,0.936,Information Technology,0.91,5.5,5.43
EY India,Chennai,Q2 2025,Growth,10.01,18.4,1.56,No,82816,Software Engineer,Go + Microservices,8.62,7.88,8.09,4,2211685,3,Engineering,Yes,0.739,Consulting,0.76,5.62,5.22
HDFC Bank,Bengaluru,Q4 2023,Recession,8.2,21.44,5.28,No,199192,Recruiter,Sourcing Automation + Talent Analytics,4.97,5.63,5.56,3,1334658,3,HR,No,2.813,Financial Services,2.3,6.49,6.12
Wipro Limited,Noida,Q4 2023,Growth,8.0,17.73,15.16,No,239957,Business Analyst,SQL + Excel + Process Mapping,7.04,6.94,6.02,5,2609380,4,Management,No,1.319,Information Technology,1.01,7.25,6.22
Razorpay,Bengaluru,Q2 2023,Recession,1.35,21.06,14.09,Yes,12473,Engineering Manager,Agile + Jira + Architecture Reviews,7.72,6.15,7.4,1,4308591,3,Management,Yes,2.267,Financial Services,2.2,7.5,6.85
Tata Consultancy Services (TCS),Pune,Q3 2024,Recovery,12.41,19.06,17.79,No,608172,DevOps Engineer,Docker + Kubernetes + AWS,9.03,7.26,9.8,4,2543668,3,Engineering,Yes,0.471,Information Technology,1.81,5.29,5.45
Tata Consultancy Services (TCS),Pune,Q4 2025,Growth,10.96,19.34,28.45,No,532777,DevOps Engineer,Linux + Ansible + Observability,8.67,7.76,6.7,3,1851220,3,Engineering,Yes,1.164,Information Technology,0.96,5.89,5.56
Sun Pharma,Hyderabad,Q2 2023,Stable,4.61,19.13,10.85,No,39212,Senior Software Engineer,Node.js + React,8.64,7.64,6.93,5,2942842,3,Engineering,No,1.093,Healthcare,1.2,8.25,6.58
